"keyword","name","address","city","state","zip","country","phone","phonestring","website","email","time"
"ngo in bangladesh","Sisimpur","Police Plaza Concord, Dhaka 1212"," Dhaka","","1212","","","","/url?q=http://sisimpur.com.bd/&sa=U&ved=0ahUKEwiFrqWznsfqAhXbeisKHULlADcQ61gIsAMoDzAL&usg=AOvVaw1mQJXkBaGMU7KZpwnV1VkR","",""
"ngo in bangladesh","ChangeMaker - Society for Social and Economic Development","13, Dhaka 1209"," Dhaka","","1209","","","","/url?q=http://www.changemaker-bd.org/&sa=U&ved=0ahUKEwiFrqWznsfqAhXbeisKHULlADcQ61gI3QMoEDAM&usg=AOvVaw2RqNqjqhh0I3KQIjWtxzDB","",""
"ngo in bangladesh","Marie Stopes Bangladesh","House No # 6, 2 Kazi Nazrul Islam Rd, Dhaka 1207"," Dhaka","","1207","","","","/url?q=https://mariestopes.org.bd/&sa=U&ved=0ahUKEwiFrqWznsfqAhXbeisKHULlADcQ61gIhAQoEjAN&usg=AOvVaw095ZnnQ9iEnwkmBguigTLP","",""
"ngo in bangladesh","রুম টু রিড বাংলাদেশ","House 31 (3rd, 4th & 5th floors, Rd No. 4, Dhaka 1213"," Dhaka","","1213","","","","/url?q=http://roomtoread.org/countries/bangladesh&sa=U&ved=0ahUKEwiFrqWznsfqAhXbeisKHULlADcQ61gIsgQoETAO&usg=AOvVaw3pttM3qo0bDSqTMNScLEbj","",""
"ngo in bangladesh","Bangladesh Biology Olympiad","152/1, Green Road, Panthapath Traffic Signal, Adjacent to Health and Hope Hospital, Dhaka 1205"," Dhaka","","1205","","","","/url?q=http://bdbo.org/&sa=U&ved=0ahUKEwiFrqWznsfqAhXbeisKHULlADcQ61gI4QQoETAP&usg=AOvVaw1-a0wy4kdFgZBhOnT4HFvw","",""
"ngo in bangladesh","Nari Maitree (নারী মৈত্রী)","Dhaka"," Dhaka","","","","","","/url?q=http://narimaitree.com/&sa=U&ved=0ahUKEwiFrqWznsfqAhXbeisKHULlADcQ61gIhgUoDjAQ&usg=AOvVaw3v58jFSQqdUo0q_VeMOjyX","",""
"ngo in bangladesh","Nalitabari ADP","Nalitabari to Kakorkandi Bazar Rd, Nalitabari"," Nalitabari","","","","","","/url?q=http://www.wvi.org/&sa=U&ved=0ahUKEwiFrqWznsfqAhXbeisKHULlADcQ61gIswUoDzAR&usg=AOvVaw11DEbcmzOe2R1gs3cYsY5s","",""
"ngo in bangladesh","United Purpose","Plot # 24 Rd No.28, Dhaka 1212"," Dhaka","","1212","","","","/url?q=https://united-purpose.org/&sa=U&ved=0ahUKEwiFrqWznsfqAhXbeisKHULlADcQ61gIzgUoEDAS&usg=AOvVaw1uaG7xv99oXkgCxR05LpCp","",""
"ngo in bangladesh","Safety And Rights Society","RANGS Srabonti, 6/5A Sir Sayed Rd, Dhaka 1207"," Dhaka","","1207","","","","/url?q=https://safetyandrights.org/&sa=U&ved=0ahUKEwiFrqWznsfqAhXbeisKHULlADcQ61gI-wUoEDAT&usg=AOvVaw0aHFUQrtKBgSQ2Wlb3BnpI","",""
"ngo in bangladesh","MCC","4/10 Iqbal Road, Dhaka 1207"," Dhaka","","1207","","","","/url?q=https://mccbangladesh.wordpress.com/&sa=U&ved=0ahUKEwiO7_20nsfqAhWZWX0KHb4iBOgQ61gIFygQMAA&usg=AOvVaw1icglFicnKRclshK6_2JaF","",""
"ngo in bangladesh","The Christian Co-Operative Credit Union Limited, Dhaka","173/1/A Farmgate - Tejturi Bazar Rd, Dhaka 1215"," Dhaka","","1215","","","","/url?q=http://www.cccul.com/&sa=U&ved=0ahUKEwiO7_20nsfqAhWZWX0KHb4iBOgQ61gIRCgPMAE&usg=AOvVaw1PAbseAfIU5-gptaP1Riuy","",""
"ngo in bangladesh","Bangladesh Central Education & Health Foundation","45 W Agargaon, Dhaka"," Dhaka","","","","","","/url?q=http://www.bchr.org/&sa=U&ved=0ahUKEwiO7_20nsfqAhWZWX0KHb4iBOgQ61gIcSgPMAI&usg=AOvVaw3zOc0E7fjjWHXCLNLMjjUQ","",""
"ngo in bangladesh","Faith and Hope Welfare Association","Dhaka"," Dhaka","","","","","","","",""
"ngo in bangladesh","CARE Bangladesh (Sirajganj Office)","K M Road, Sirajganj 6700"," Sirajganj","","6700","","","","/url?q=http://www.carebangladesh.org/&sa=U&ved=0ahUKEwiO7_20nsfqAhWZWX0KHb4iBOgQ61gIuwEoCzAE&usg=AOvVaw2r2JgrRtoicYp-PlkIbinO","",""
"ngo in bangladesh","Kamolapur Jame Mosque","Rajdia - Nimtola Road"," Latabdi","","","","","","/url?q=http://www.bdnews24.com/&sa=U&ved=0ahUKEwiO7_20nsfqAhWZWX0KHb4iBOgQ61gI0wEoDTAF&usg=AOvVaw2e7OQH9CW-KHrwpaTu3D4w","",""
"ngo in bangladesh","IOM","Cox's Bazar - Teknaf Hwy, Teknaf"," Teknaf","","","","","","","",""
"ngo in bangladesh","Kadomtoli Jame Masjid","507 No Halka, Keraniganj"," Keraniganj","","","","","","/url?q=http://k-banglawali-m.blogspot.com/p/blog-page_95.html&sa=U&ved=0ahUKEwiO7_20nsfqAhWZWX0KHb4iBOgQ61gIiQIoDDAH&usg=AOvVaw1duC7roDOqMJARLmEKcy84","",""
"ngo in bangladesh","Ramakrishna Math & Ramakrishna Mission","27 Ram Krishna Mission Rd, Dhaka 1203"," Dhaka","","1203","","","","/url?q=https://dhakarkmm.org/&sa=U&ved=0ahUKEwiO7_20nsfqAhWZWX0KHb4iBOgQ61gItwIoEDAI&usg=AOvVaw0F-pl4QM5ViDgKdbSp7AXi","",""
"ngo in bangladesh","ADB","Syed Mahbub, Sayed Mahbub Morshed Rd, Dhaka"," Dhaka","","","","","","/url?q=http://www.adb.org/countries/bangladesh/main&sa=U&ved=0ahUKEwiO7_20nsfqAhWZWX0KHb4iBOgQ61gI5gIoETAJ&usg=AOvVaw1YqjYEp1b9iGRx4RtsBd5l","",""
"ngo in bangladesh","ASA","23/3, ANM Nuruzzaman Road, 1207"," Dhaka","","1207","","","","/url?q=http://www.asa.org.bd/&sa=U&ved=0ahUKEwiO7_20nsfqAhWZWX0KHb4iBOgQ61gIkwMoDzAK&usg=AOvVaw0F_e_2prGAaTP0E5bIoUOw","",""
"ngo in bangladesh","Mamata","House NO-13, Lane-1 Road-1, Block-L halishohor Housing Estate, Chattogram 4224"," Chattogram","","4224","","","","/url?q=http://www.mamatabd.org/&sa=U&ved=0ahUKEwiO7_20nsfqAhWZWX0KHb4iBOgQ61gIwAMoDzAL&usg=AOvVaw3SGlxk1cTtp1MyGmk5ddGN","",""
"ngo in bangladesh","Board of Intermediate & Secondary Education Rajshahi","Greater Rd, Rajshahi 6000"," Rajshahi","","6000","","","","/url?q=http://www.rajshahieducationboard.gov.bd/&sa=U&ved=0ahUKEwiO7_20nsfqAhWZWX0KHb4iBOgQ61gI7gMoEDAM&usg=AOvVaw08ZBiQAeb4vnAILrSjG4S7","",""
"ngo in bangladesh","JAAGO Foundation, Habiganj School","Surma Tea Factory, Hobigonj"," Surma Bagan","","","","","","/url?q=http://www.jaago.com.bd/&sa=U&ved=0ahUKEwiO7_20nsfqAhWZWX0KHb4iBOgQ61gImwQoDzAN&usg=AOvVaw3rRU4tvHbTA6uh62kHgRmB","",""
"ngo in bangladesh","RDRS Bangladesh, Panchagrah Unit Office","Panchagarh - Atwari Rd"," Paurashava","","","","","","","",""
"ngo in bangladesh","Caritas Rajshahi Regional Office","P.O. Box. 19, Mohishbathan, Zaidur Rahman Ave, Rajshahi 6201"," Rajshahi","","6201","","","","/url?q=http://www.caritasbd.org/&sa=U&ved=0ahUKEwiO7_20nsfqAhWZWX0KHb4iBOgQ61gI8wQoEjAP&usg=AOvVaw2sabrWaFIvaskZAfgCc3ld","",""
"ngo in bangladesh","Holy Family Medical College Jame Mosque","1 no Eskatan Garden Rd, Dhaka 1000"," Dhaka","","1000","","","","/url?q=http://www.hfrcmc.edu.bd/&sa=U&ved=0ahUKEwiO7_20nsfqAhWZWX0KHb4iBOgQ61gInQUoDDAQ&usg=AOvVaw3j1IMDuK-dApVEDIBb1Niz","",""
"ngo in bangladesh","BRAC Office","Kalagachhi"," Mauli","","","","","","","",""
"ngo in bangladesh","IMPACT Foundation Bangladesh","Cosmopolitan Homes, 3rd Floor; 22/2, Babor Road, Block B, Mohammadpur, Dhaka 1207"," Dhaka","","1207","","","","/url?q=http://www.impactfoundationbd.org/&sa=U&ved=0ahUKEwiO7_20nsfqAhWZWX0KHb4iBOgQ61gI3gUoDzAS&usg=AOvVaw0bRzeAxMoRFW3racGV1q-2","",""
"ngo in bangladesh","Friendship Center","25.322215, 89.591024"," Kanchi Para","","","","","","/url?q=http://www.friendship.ngo/&sa=U&ved=0ahUKEwiO7_20nsfqAhWZWX0KHb4iBOgQ61gI_wUoDDAT&usg=AOvVaw2VUkr0s41Ep4kPx2Mb86hr","",""
"ngo in bangladesh","Bangladesh Legal Aid And Services Trust (Blast)","1 Pioneer Rd, Dhaka 1000"," Dhaka","","1000","","","","/url?q=http://www.blast.org.bd/&sa=U&ved=0ahUKEwi42PG3nsfqAhXCV30KHT96A-cQ61gIEygMMAA&usg=AOvVaw33PFbstSSdgZ2nnxW3uTCg","",""
"ngo in bangladesh","Poriprekkhit","Rd No. 27, Dhaka 1209"," Dhaka","","1209","","","","/url?q=http://www.poriprekkhit.com/&sa=U&ved=0ahUKEwi42PG3nsfqAhXCV30KHT96A-cQ61gIQSgQMAE&usg=AOvVaw3XDXtFCpYejCTxHt3VegzS","",""
"ngo in bangladesh","BRAC Centre","H.No, 75 গুলশান বাড্ডা সংযোগ সড়ক, Dhaka 1212"," Dhaka","","1212","","","","/url?q=http://www.brac.net/&sa=U&ved=0ahUKEwi42PG3nsfqAhXCV30KHT96A-cQ61gIaSgRMAI&usg=AOvVaw3r4L6aT-r5RXfPhsOV7LXN","",""
"ngo in bangladesh","Caritas Cox's Bazar Office","Cox's Bazar"," Cox's Bazar","","","","","","/url?q=https://caritasbd.org/&sa=U&ved=0ahUKEwi42PG3nsfqAhXCV30KHT96A-cQ61gIkQEoCjAD&usg=AOvVaw0v1JvqtaoGgBhp2SULhTGn","",""
"ngo in bangladesh","ARK Foundation","Dhaka 1212"," Dhaka","","1212","","","","","",""
"ngo in bangladesh","Aparajeyo Bangladesh MEC","Dhaka"," Dhaka","","","","","","/url?q=http://www.aparajeyo.org/&sa=U&ved=0ahUKEwi42PG3nsfqAhXCV30KHT96A-cQ61gI5gEoDTAF&usg=AOvVaw0rxHdEKX8-unCmEgYRgEjW","",""
"ngo in bangladesh","Heed Bangladesh Resorts","Paschim Bhanugach Hills, R"," Kamalganj","","","","","","/url?q=https://heed-bangladesh.com/&sa=U&ved=0ahUKEwi42PG3nsfqAhXCV30KHT96A-cQ61gIlAIoDzAG&usg=AOvVaw2-WDhIOD6ZPGanclVlt-CV","",""
"ngo in bangladesh","Institute for Development Research and Training (IDRT) Uttaran","Tala - Paikgachha Rd"," Tala","","","","","","/url?q=http://uttaran.net/&sa=U&ved=0ahUKEwi42PG3nsfqAhXCV30KHT96A-cQ61gItAIoDDAH&usg=AOvVaw3fzn0Woi7EjTNrDLX9c74m","",""
"ngo in bangladesh","Friendship Health Camp 5","Balukhali Bazar"," Balukhali Bazar","","","","","","/url?q=http://friendship.ngo/&sa=U&ved=0ahUKEwi42PG3nsfqAhXCV30KHT96A-cQ61gI2gIoCTAI&usg=AOvVaw1mKjmmVVYYPZxcetwTOm5b","",""
"ngo in bangladesh","UTTARAN","Dhaka 1205"," Dhaka","","1205","","","","/url?q=http://www.uttaran.net/&sa=U&ved=0ahUKEwi42PG3nsfqAhXCV30KHT96A-cQ61gI-gIoDTAJ&usg=AOvVaw1G7fv-VdH6bLxps5nhJ2Ff","",""
"ngo in bangladesh","Ashar Alo Society","Dhaka"," Dhaka","","","","","","","",""
"ngo in bangladesh","Agrani Mohila Unnayan Sangstha..","nillgong, Tatipara Rd, Jashore"," Jashore","","","","","","","",""
"ngo in bangladesh","HOPE Foundation For Women & Children Of Bangladesh","Cox's Bazar - Teknaf Hwy, Cox's Bazar 4700"," Cox's Bazar","","4700","","","","/url?q=http://www.hopeforbangladesh.org/&sa=U&ved=0ahUKEwi42PG3nsfqAhXCV30KHT96A-cQ61gI7gMoEDAM&usg=AOvVaw1Tmf4G84dW1kHsmvcguWim","",""
"ngo in bangladesh","ASA University Bangladesh","23/3, Bir Uttam A.N.M Nuruzzaman Sarak, Dhaka 1207"," Dhaka","","1207","","","","/url?q=http://www.asaub.edu.bd/&sa=U&ved=0ahUKEwi42PG3nsfqAhXCV30KHT96A-cQ61gIlwQoDzAN&usg=AOvVaw1I9WhtzGcOcLksX6p1hK1a","",""
"ngo in bangladesh","Dhaka","","","","","","","","","",""
"ngo in bangladesh","Jatiyo Mohila Sangstha, Ministry of Women and Children Affairs","145, New Baily Rd, Dhaka 1000"," Dhaka","","1000","","","","","",""
"ngo in bangladesh","ACDI/VOCA (RDC)","Ventura Iconia (4th & 5th floor), House 37, Road: 11, Ward: 19, Block: H, Dhaka, 1212"," Dhaka","","1212","","","","/url?q=http://www.acdivoca.org/projects/bangladesh-rice-and-diversified-crops-activity/&sa=U&ved=0ahUKEwi42PG3nsfqAhXCV30KHT96A-cQ61gIhgUoDzAQ&usg=AOvVaw1QFZUE8b-bTManlrpVcmW6","",""
"ngo in bangladesh","VERC-Madhabpur Branch","Madhabpur"," Madhabpur","","","","","","/url?q=http://www.vercbd.org/&sa=U&ved=0ahUKEwi42PG3nsfqAhXCV30KHT96A-cQ61gIsgUoDjAR&usg=AOvVaw13oDdy7vghg7bQUs2OW3oe","",""
"ngo in bangladesh","CTB,HEED Bangladesh","Sreemangal - Bhanugach Rd, Kamalganj"," Kamalganj","","","","","","/url?q=http://www.heed-bangladesh.com/&sa=U&ved=0ahUKEwi42PG3nsfqAhXCV30KHT96A-cQ61gIzAUoDzAS&usg=AOvVaw1HnAD1hMOqFFj_k0AG-iMo","",""
"ngo in bangladesh","COAST TRUST HNILA OFFICE","Dakshin Nhila"," Dakshin Nhila","","","","","","/url?q=http://coastbd.net/&sa=U&ved=0ahUKEwi42PG3nsfqAhXCV30KHT96A-cQ61gI9QUoDDAT&usg=AOvVaw2BGMi-oUerx1KNmgzAgQiL","",""
"ngo in bangladesh","Bdjobs.com Ltd.","8th Floor - West BDBL Building (Old BSRS 12, C/A, Dhaka 1215"," Dhaka","","1215","","","","/url?q=http://www.bdjobs.com/&sa=U&ved=0ahUKEwie74m6nsfqAhVTfH0KHT1CBewQ61gIGCgRMAA&usg=AOvVaw2OaondWwXq2Ad9T5gA9yC-","",""
"ngo in bangladesh","Article 19","302, Dhaka"," Dhaka","","","","","","/url?q=http://www.article19.org/&sa=U&ved=0ahUKEwie74m6nsfqAhVTfH0KHT1CBewQ61gIRSgQMAE&usg=AOvVaw2q3f8Rd8xWOh2spbiPC5uT","",""
"ngo in bangladesh","Lions Agragati Shiksha Niketon","Taltola Govt. Colony Rd, Dhaka"," Dhaka","","","","","","","",""
"ngo in bangladesh","Center For Rural Service Society (CRSS)","Barishal"," Barishal","","","","","","","",""
"ngo in bangladesh","jagojobs.com","Azhar Comfort Complex (Level-4) Ga-130/A, Pragati Sarani, Dhaka 1212"," Dhaka","","1212","","","","/url?q=https://www.jagojobs.com/&sa=U&ved=0ahUKEwie74m6nsfqAhVTfH0KHT1CBewQ61gIvgEoDzAE&usg=AOvVaw1dEhYBty2m7y-81LBpa8sD","",""
"ngo in bangladesh","Caritas Bangladesh Library","Outer circular road Outer Circular Rd, Dhaka 1217"," Dhaka","","1217","","","","/url?q=http://www.caritasbd.org/&sa=U&ved=0ahUKEwie74m6nsfqAhVTfH0KHT1CBewQ61gI5gEoCzAF&usg=AOvVaw015a41qOPYPsPO_YvqMeKt","",""
"ngo in bangladesh","Bd-career.org","home#1984,vill#lawghata,,, P/O#Charkirti,P/S#Shibganj U.P.O,, Chapainawabganj 6341"," Dhainagar","","6341","","","","/url?q=http://bd-career.org/&sa=U&ved=0ahUKEwie74m6nsfqAhVTfH0KHT1CBewQ61gIlgIoETAG&usg=AOvVaw25JwOm5VZdaN8iD6308Z9S","",""
"ngo in bangladesh","Friendship Hospital Shyamnagar",""," Shyamnagar","","","","","","/url?q=https://friendship.ngo/bangladesh&sa=U&ved=0ahUKEwie74m6nsfqAhVTfH0KHT1CBewQ61gIuAIoBTAH&usg=AOvVaw1uS9KGjZHgjy1KbQwruP2M","",""
"ngo in bangladesh","Chalna Bandor Senior Fazil Madrasha","Road, Mongla"," Mongla","","","","","","","",""
"ngo in bangladesh","COAST Trust",""," Char Manika","","","","","","/url?q=http://www.coastbd.net/&sa=U&ved=0ahUKEwie74m6nsfqAhVTfH0KHT1CBewQ61gI8wIoCDAJ&usg=AOvVaw0Iz0tr-MrVa2w8K5ZjjH5x","",""
"ngo in bangladesh","Dhaka District","","","","","","","","/url?q=http://www.dhaka.gov.bd/&sa=U&ved=0ahUKEwie74m6nsfqAhVTfH0KHT1CBewQ61gI_wIoAjAK&usg=AOvVaw2L4CicSNRCJ8IT3EqHepV5","",""
"ngo in bangladesh","Christian Mission Hospital","N6, Rajshahi 6201"," Rajshahi","","6201","","","","","",""
