"keyword","name","address","city","state","zip","country","phone","phonestring","website","email","time"
"ngo in bangladesh","Bangladesh Society for the Enforcement of Human Rights","4, College Rd, Dhaka 1100"," Dhaka","","1100","","","","/url?q=http://www.manabadhikar.org/&sa=U&ved=0ahUKEwi4nPKQnsfqAhXMbn0KHd92CasQ61gIkAMoEjAK&usg=AOvVaw34c4bNrsJQLSRxGFN2nQDG","",""
"ngo in bangladesh","Solidarity Center Bangladesh","house 9 Rd 127, Dhaka 1212"," Dhaka","","1212","","","","/url?q=http://www.solidaritycenter.org/tag/bangladesh/&sa=U&ved=0ahUKEwi4nPKQnsfqAhXMbn0KHd92CasQ61gIugMoDDAL&usg=AOvVaw1_sQHvPduS1x6bYeXyBI4x","",""
"ngo in bangladesh","Coastal Association For Social Transformation Trust","Orchid, House No: 75 Block: A Light House Road East side of Niribili, Cox's Bazar"," Cox's Bazar","","","","","","/url?q=http://www.coastbd.net/&sa=U&ved=0ahUKEwi4nPKQnsfqAhXMbn0KHd92CasQ61gI2QMoETAM&usg=AOvVaw1BzUtLt0Flz5-bdwnvzHys","",""
"ngo in bangladesh","BRAC Office, Shariatpur Sadar Branch","Shariatpur-Madaripur Hwy"," Paurashava","","","","","","/url?q=http://brac.net/&sa=U&ved=0ahUKEwi4nPKQnsfqAhXMbn0KHd92CasQ61gI-gMoDDAN&usg=AOvVaw1D3MIpyQAbb0mJktSKDPBo","",""
"ngo in bangladesh","Friendship","Kurigram"," Kurigram","","","","","","/url?q=http://www.friendship-bd.org/&sa=U&ved=0ahUKEwi4nPKQnsfqAhXMbn0KHd92CasQ61gIpAQoDTAO&usg=AOvVaw3_WeN92u-poiUBr-ySjIx7","",""
"ngo in bangladesh","SOS Children's Village","1 Mirpur Rd, Dhaka 1207"," Dhaka","","1207","","","","/url?q=https://www.sos-childrensvillages.org/where-we-help/asia/bangladesh/dhaka&sa=U&ved=0ahUKEwi4nPKQnsfqAhXMbn0KHd92CasQ61gIvwQoEDAP&usg=AOvVaw2rfxvDHMEVSvrDc1iA-j2H","",""
"ngo in bangladesh","Aparajeyo-Bangladesh (Cox's Bazar)","R180, Cox's Bazar"," Cox's Bazar","","","","","","/url?q=http://www.aparajeyo.org/&sa=U&ved=0ahUKEwi4nPKQnsfqAhXMbn0KHd92CasQ61gI6wQoDzAQ&usg=AOvVaw0IzEEoIsIzw64cD7H13tU7","",""
"ngo in bangladesh","Wave Foundation Training Center","Malo Para Road, Chuadanga"," Chuadanga","","","","","","/url?q=http://www.wavefoundationbd.org/&sa=U&ved=0ahUKEwi4nPKQnsfqAhXMbn0KHd92CasQ61gIggUoDDAR&usg=AOvVaw1Hv5HLzsS1GtvpFmwLRLnL","",""
"ngo in bangladesh","Agrogoti Sangstha","Satkhira"," Nagarghata","","","","","","/url?q=http://agrogoti.org/&sa=U&ved=0ahUKEwi4nPKQnsfqAhXMbn0KHd92CasQ61gIoQUoCjAS&usg=AOvVaw3y5egi6bK6SpBiO0uyAvgN","",""
"ngo in bangladesh","Ashokta Punarbashan Sangstha (APOSH)","Alia, Madrasha Rd, Rajshahi 6201"," Rajshahi","","6201","","","","","",""
"ngo in bangladesh","BEES Training Center","Dhaka"," Dhaka","","","","","","/url?q=http://beesbd.org/&sa=U&ved=0ahUKEwjd-OeUnsfqAhUVfisKHUsgBewQ61gIFSgOMAA&usg=AOvVaw1Y97svdhGMuWKVnynQ90qQ","",""
"ngo in bangladesh","The Hunger Project-Bangladesh","Dhaka 1205"," Dhaka","","1205","","","","/url?q=http://www.thpbd.org/&sa=U&ved=0ahUKEwjd-OeUnsfqAhUVfisKHUsgBewQ61gIOygOMAE&usg=AOvVaw2fXfnRMRdeFJVZ7nNgX3xI","",""
"ngo in bangladesh","NGO Affairs Bureau","Dhaka"," Dhaka","","","","","","/url?q=http://www.ngoab.gov.bd/&sa=U&ved=0ahUKEwjd-OeUnsfqAhUVfisKHUsgBewQ61gIZygOMAI&usg=AOvVaw0y6M1IYwxZJiXFPvmhWGPM","",""
"ngo in bangladesh","IUCN Bangladesh","Dhaka 1212"," Dhaka","","1212","","","","/url?q=http://www.iucn.org/regions/asia/countries/bangladesh&sa=U&ved=0ahUKEwjd-OeUnsfqAhUVfisKHUsgBewQ61gIkwEoDjAD&usg=AOvVaw247HmOuqgH5_XYnZ13Q806","",""
"ngo in bangladesh","Dhaka Ahsania Mission","19 Rd No 12, Dhaka 1209"," Dhaka","","1209","","","","/url?q=http://www.ahsaniamission.org.bd/&sa=U&ved=0ahUKEwjd-OeUnsfqAhUVfisKHUsgBewQ61gIwQEoEDAE&usg=AOvVaw1G2YjSwm-jmnbsLyzb5nNU","",""
"ngo in bangladesh","Association for Prevention of Septic Abortion, Bangladesh","House # 6/3, Block-D, Borobagh, Dhaka 1216","","","1216","","","","/url?q=http://bapsa-bd.org/ContactUs.aspx&sa=U&ved=0ahUKEwjd-OeUnsfqAhUVfisKHUsgBewQ61gI6QEoDDAF&usg=AOvVaw0afZWOlc7I7Z7BTUwZMxT0","",""
"ngo in bangladesh","Awaj Foundation","5/f Rasulbag Rd, Dhaka 1205"," Dhaka","","1205","","","","/url?q=http://awajfoundation.org/&sa=U&ved=0ahUKEwjd-OeUnsfqAhUVfisKHUsgBewQ61gIhwIoEDAG&usg=AOvVaw1DFDuu7xCQ1TCVFJ0FbhTe","",""
"ngo in bangladesh","Bangladesh Institute Of Labour Studies","House- 20, Road- 11(New) 32(Old), Dhanmondi R/A, Dhaka 1209"," Dhaka","","1209","","","","/url?q=http://www.bilsbd.org/&sa=U&ved=0ahUKEwjd-OeUnsfqAhUVfisKHUsgBewQ61gIrQIoETAH&usg=AOvVaw0vo8QbMyvL_nRcFb39x0go","",""
"ngo in bangladesh","Humanitarian Agency for Development Services","Sirajuddowlah Rd, Thakurgaon"," Thakurgaon","","","","","","","",""
"ngo in bangladesh","SERAC Bangladesh (Dhaka Office)","C-4, House#140/141, Road#8, Block #B, Mirpur-12, Dhaka, 1216"," Dhaka","","1216","","","","/url?q=http://serac-bd.org/&sa=U&ved=0ahUKEwjd-OeUnsfqAhUVfisKHUsgBewQ61gI8wIoDzAJ&usg=AOvVaw1WZak6dLFr8qPWzsDb-q0o","",""
"ngo in bangladesh","JAGORANI CHAKRA FOUNDATION","46, Mujib, Shahid Sarak Rd, Jashore 7400"," Jashore","","7400","","","","/url?q=http://www.jcf.org.bd/&sa=U&ved=0ahUKEwjd-OeUnsfqAhUVfisKHUsgBewQ61gIowMoEjAK&usg=AOvVaw1rDA1DD7_fWJ9o_E1pt4e0","",""
"ngo in bangladesh","Gonoshahajjo Sangstha (GSS), Mymensingh RTC","Dhaka - Mymensingh Hwy"," Bhabkhali","","","","","","/url?q=http://www.gssbangladesh.org/&sa=U&ved=0ahUKEwjd-OeUnsfqAhUVfisKHUsgBewQ61gIzQMoDTAL&usg=AOvVaw0guQ-_3tjQ0WFQSL7QHOl_","",""
"ngo in bangladesh","Ain o Salish Kendra (ASK)","2, 16 BLOCK # B, Dhaka 1207"," Dhaka","","1207","","","","/url?q=http://www.askbd.org/&sa=U&ved=0ahUKEwjd-OeUnsfqAhUVfisKHUsgBewQ61gI8wMoEjAM&usg=AOvVaw2VfhaxWWkNmfKNqZak6Ulu","",""
"ngo in bangladesh","MRDI Bangladesh","8/19 Sir Syed Road, Dhaka"," Dhaka","","","","","","/url?q=http://www.mrdibd.org/&sa=U&ved=0ahUKEwjd-OeUnsfqAhUVfisKHUsgBewQ61gInwQoDzAN&usg=AOvVaw3Ba1u6L_ge2HBoek9kBXEG","",""
"ngo in bangladesh","UNICEF Bangladesh Country Office","BSL Office Complex, 1 Minto Rd, Dhaka"," Dhaka","","","","","","/url?q=https://www.unicef.org/bangladesh/&sa=U&ved=0ahUKEwjd-OeUnsfqAhUVfisKHUsgBewQ61gIzwQoEjAO&usg=AOvVaw19wFtGVBDVuBe8igpm4XsE","",""
"ngo in bangladesh","CARE BD North East Regional Office","Sunamganj"," Sunamganj","","","","","","/url?q=http://www.carebangladesh.org/&sa=U&ved=0ahUKEwjd-OeUnsfqAhUVfisKHUsgBewQ61gI9wQoCjAP&usg=AOvVaw3iAp2Ch5UtP7ZGY8A_uXQp","",""
"ngo in bangladesh","World Vision","Phulbari Road, Phulbari"," Phulbari","","","","","","/url?q=http://www.wvi.org/bangladesh&sa=U&ved=0ahUKEwjd-OeUnsfqAhUVfisKHUsgBewQ61gIoQUoDDAQ&usg=AOvVaw2ewS5NcVNXspbJOA3EQvku","",""
"ngo in bangladesh","MIDAS (Micro Industries Development Assistance and Services)","MIDAS, MIDAS Center (11th Floor), Plot No.5, Road No.16, Dhanmondi Dhaka-1206, Bangladesh, 1206"," Dhaka","","1206","","","","/url?q=http://www.midas.org.bd/&sa=U&ved=0ahUKEwjd-OeUnsfqAhUVfisKHUsgBewQ61gIxQUoDzAR&usg=AOvVaw3Yybz95vnGsTY2hRfBsJ9h","",""
"ngo in bangladesh","Educo Bangladesh","House 12, 1 Rd 138, Dhaka 1212"," Dhaka","","1212","","","","/url?q=http://educo.org.bd/&sa=U&ved=0ahUKEwjd-OeUnsfqAhUVfisKHUsgBewQ61gI9wUoEjAS&usg=AOvVaw3JliA17AH1hFPl5Kb_JEKT","",""
"ngo in bangladesh","Gonoshahajjo Sangstha","44 Shahid Tajuddin Sarani, Tejgaon, Dhaka 1280"," Dhaka","","1280","","","","/url?q=http://www.gssbangladesh.org/&sa=U&ved=0ahUKEwjd-OeUnsfqAhUVfisKHUsgBewQ61gIpgYoETAT&usg=AOvVaw3PYZ1NcWRw0wAnCg3MmIAY","",""
"ngo in bangladesh","SHAREE","Road 4, House 11, 2nd floor, Dhaka 1205"," Dhaka","","1205","","","","/url?q=http://sharee.org.bd/&sa=U&ved=0ahUKEwixua2YnsfqAhUXQH0KHd0qAjQQ61gIFigPMAA&usg=AOvVaw171tkOLmrYcCc0QnaxpCOv","",""
"ngo in bangladesh","Rainbow Nari O Shishu Kallyan Foundation","M. C. Roy Ln, Dhaka 1211"," Dhaka","","1211","","","","","",""
"ngo in bangladesh","Bangladesh Mahila Parishad","1000, 10/B/1,Sufia Kamal Bhaban, Segun Bagicha Rd, Dhaka 1205"," Dhaka","","1205","","","","/url?q=http://mahilaparishad.org/&sa=U&ved=0ahUKEwixua2YnsfqAhUXQH0KHd0qAjQQ61gIXygPMAI&usg=AOvVaw2F2l80eBf-82Syx6Q67GVl","",""
"ngo in bangladesh","Shakti Foundation for Disadvantaged Women","House-04, Road 01 Main Road,Mirpur-11, Dhaka 1216"," Dhaka","","1216","","","","/url?q=http://www.shakti.org.bd/&sa=U&ved=0ahUKEwixua2YnsfqAhUXQH0KHd0qAjQQ61gIjAEoDzAD&usg=AOvVaw3YorlMuwrSFJ0JrOilqcir","",""
"ngo in bangladesh","ASA Branch Office, Adabor","Shakhertek Main Rd, Dhaka"," Dhaka","","","","","","/url?q=http://www.asa.org.bd/&sa=U&ved=0ahUKEwixua2YnsfqAhUXQH0KHd0qAjQQ61gIuAEoDzAE&usg=AOvVaw0Q-2_aWB4jhePu4t4xSYG-","",""
"ngo in bangladesh","ASA","23/3, Bir Uttam ANM Nuruzzaman Sarak, Shyamoli, Dhaka 1207"," Dhaka","","1207","","","","/url?q=http://www.asa.org.bd/&sa=U&ved=0ahUKEwixua2YnsfqAhUXQH0KHd0qAjQQ61gI6AEoETAF&usg=AOvVaw2irF8mrwLBF9PqyvNdZHxW","",""
"ngo in bangladesh","CMES Head Office","Center for Mass Education in Science (CMES), house 61 Rd No 9A, Dhaka 1209"," Dhaka","","1209","","","","/url?q=http://www.cmesbd.org/&sa=U&ved=0ahUKEwixua2YnsfqAhUXQH0KHd0qAjQQ61gIiAIoETAG&usg=AOvVaw2Oh2hmP1k1TJY9ioKgUrBo","",""
"ngo in bangladesh","Institute of Development Affairs","41/a Shahjalal Upashahar Main Rd, Sylhet"," Sylhet","","","","","","/url?q=http://www.idea.org.bd/&sa=U&ved=0ahUKEwixua2YnsfqAhUXQH0KHd0qAjQQ61gIqwIoDzAH&usg=AOvVaw0EV7irM6Bdb_94rkpy0yO2","",""
"ngo in bangladesh","Dayemi Foundation","42, Chotto Dayera Sharif, 2 Azimpur Rd, Dhaka 1205"," Dhaka","","1205","","","","/url?q=http://www.dayemifoundation.org/&sa=U&ved=0ahUKEwixua2YnsfqAhUXQH0KHd0qAjQQ61gI1QIoEzAI&usg=AOvVaw0lY2pDZovFiCIaxpnanSmn","",""
"ngo in bangladesh","Bangladesh Mahila Samity","4 Natak Sharony, Baily Rd, Dhaka 1205"," Dhaka","","1205","","","","","",""
"ngo in bangladesh","সেন্টার ফর ডিজএ্যাবিলিটি ইন্ ডেভেলপমেন্ট সিডিডি","A-18/6, Genda, Savar, Dhaka 1340"," Genda","","1340","","","","/url?q=http://www.cdd.org.bd/&sa=U&ved=0ahUKEwixua2YnsfqAhUXQH0KHd0qAjQQ61gIsgMoETAK&usg=AOvVaw3iSnkfxA6h6Gf9QVbHkwr4","",""
"ngo in bangladesh","Chittagong Lions Foundation","N1, Chattogram"," Chattogram","","","","","","","",""
"ngo in bangladesh","Sushilan","Jalil Sharoni, 155 Jalil - Sarani, Khulna 9100"," Khulna","","9100","","","","/url?q=http://www.shushilan.org/&sa=U&ved=0ahUKEwixua2YnsfqAhUXQH0KHd0qAjQQ61gI_wMoETAM&usg=AOvVaw2-LpuoZ57Wp0DBRs4gHeDe","",""
"ngo in bangladesh","Max Foundation Bangladesh Country Office","Khilji Rd, Dhaka"," Dhaka","","","","","","/url?q=http://www.maxfoundation.org/&sa=U&ved=0ahUKEwixua2YnsfqAhUXQH0KHd0qAjQQ61gIqgQoDDAN&usg=AOvVaw2rV-w9s7f2o3V-tDFTXDwJ","",""
"ngo in bangladesh","Brac","Kamrangirchar, Najir Villa Signboard, West Ashrafabad, Dhaka 1211"," Dhaka","","1211","","","","/url?q=http://www.brac.net/&sa=U&ved=0ahUKEwixua2YnsfqAhUXQH0KHd0qAjQQ61gI1wQoDzAO&usg=AOvVaw0PumNrGQKepuemZZiq4TmL","",""
"ngo in bangladesh","Al-Khair Foundation, Bangladesh Country Office","House: 1/A, Road: 04, Dhaka"," Dhaka","","","","","","/url?q=http://www.alkhair.org/&sa=U&ved=0ahUKEwixua2YnsfqAhUXQH0KHd0qAjQQ61gI9gQoDzAP&usg=AOvVaw3jagRB5cZyqq8rct76ejMs","",""
"ngo in bangladesh","Prochesta Foundation","Uttor Begun Bari Moshjid Rd, Dhaka 1208"," Dhaka","","1208","","","","","",""
"ngo in bangladesh","Sancred Welfare Foundation (SWF)","65/3, Narinda Road, Wari, Dhaka 1203"," Dhaka","","1203","","","","/url?q=http://www.sancred.org/&sa=U&ved=0ahUKEwixua2YnsfqAhUXQH0KHd0qAjQQ61gIywUoDzAR&usg=AOvVaw36U-TO4gXG6VD1T-n1EOdO","",""
"ngo in bangladesh","SNAD Foundation Bangladesh","House No, 78/E Road-12, Dhaka 1213"," Dhaka","","1213","","","","/url?q=http://www.snadfoundation.org/&sa=U&ved=0ahUKEwixua2YnsfqAhUXQH0KHd0qAjQQ61gI6wUoETAS&usg=AOvVaw09DzALDv3vV03_ALkkTSzy","",""
"ngo in bangladesh","Population Services And Training Center (PSTC) HQ","House # 93/3, Level 4-6, Road # 8, Block - C Niketon, Gulshan 1, Dhaka 1212"," Dhaka","","1212","","","","/url?q=http://www.pstc-bgd.org/&sa=U&ved=0ahUKEwixua2YnsfqAhUXQH0KHd0qAjQQ61gIlwYoDzAT&usg=AOvVaw0ZQsTsokttapxDsH1lENOh","",""
"ngo in bangladesh","SERAC Bangladesh (Mymensingh office)","Doulat Munshi Lane, Kristopur Rd, Mymensingh 2200"," Mymensingh","","2200","","","","/url?q=http://serac-bd.org/&sa=U&ved=0ahUKEwja2IOensfqAhVOeX0KHUERDsEQ61gIGSgSMAA&usg=AOvVaw26SLWb-GeIFMad7XQV_5Y2","",""
"ngo in bangladesh","Bangladesh Environmental Lawyers Association (BELA)","House 15A (4th floor), Road No. 3, Dhanmondi R/A, 1205"," Dhaka","","1205","","","","/url?q=http://www.belabangla.org/&sa=U&ved=0ahUKEwja2IOensfqAhVOeX0KHUERDsEQ61gIOCgLMAE&usg=AOvVaw0tdUO8KoRmaSMaZ1M2GUug","",""
"ngo in bangladesh","Teach For Bangladesh","House#, 210/A-2 Bir Uttam Mir Shawkat Sarak, Dhaka 1208"," Dhaka","","1208","","","","/url?q=http://www.teachforbangladesh.org/&sa=U&ved=0ahUKEwja2IOensfqAhVOeX0KHUERDsEQ61gIYSgOMAI&usg=AOvVaw3yUACVDbAl7nxKPPVt-3Z8","",""
"ngo in bangladesh","OBAT Helpers Bangladesh","22, 1, 2 Tajmahal Rd, Dhaka 1207"," Dhaka","","1207","","","","/url?q=http://obathelpers.org/&sa=U&ved=0ahUKEwja2IOensfqAhVOeX0KHUERDsEQ61gIiwEoDTAD&usg=AOvVaw10YVaxOOhydjtqcdY5Ipks","",""
"ngo in bangladesh","Work for a Better Bangladesh Trust","14/3/A, 3rd Floor, Jafrabad, Rayer Bazar, Dhaka-1207, Hazi Abul Kasam Khan Road, Dhaka 1207"," Dhaka","","1207","","","","/url?q=http://wbbtrust.org/&sa=U&ved=0ahUKEwja2IOensfqAhVOeX0KHUERDsEQ61gIqgEoETAE&usg=AOvVaw0zXQtQO2nnTgeksh_7HVDR","",""
"ngo in bangladesh","ASA Branch Office, Shyamoli","Rd No. 5, Dhaka"," Dhaka","","","","","","/url?q=http://www.asa.org.bd/&sa=U&ved=0ahUKEwja2IOensfqAhVOeX0KHUERDsEQ61gI1wEoEDAF&usg=AOvVaw013yLynh9Qn8GhpMkcRq1J","",""
"ngo in bangladesh","Good Neighbors Bangladesh Ghatail CDP","Shaliyajani Bus Stop, Gopalpur Rd"," Deulabari","","","","","","/url?q=http://gnbangla.org/&sa=U&ved=0ahUKEwja2IOensfqAhVOeX0KHUERDsEQ61gIgQIoDTAG&usg=AOvVaw2sLlVrI4T4rLjAINxmIumU","",""
"ngo in bangladesh","Nagar Daridra Basteebashir Unnayan Sangstha (NDBUS)","Kalshi Rd, Dhaka 1216"," Dhaka","","1216","","","","/url?q=http://ndbus.blogspot.com/&sa=U&ved=0ahUKEwja2IOensfqAhVOeX0KHUERDsEQ61gIpgIoEDAH&usg=AOvVaw0-UlfgrsLIhpNNh_h08YBQ","",""
"ngo in bangladesh","Family Planning Association of Bangladesh","2 Naya Paltan, Dhaka 1000"," Dhaka","","1000","","","","/url?q=http://fpab.org.bd/&sa=U&ved=0ahUKEwja2IOensfqAhVOeX0KHUERDsEQ61gI1AIoEDAI&usg=AOvVaw1GLWSx4Fy7tPjPdEgq-O2n","",""
"ngo in bangladesh","Social Development Foundation (SDF)","22, 22 Khilji Rd, Dhaka 1207"," Dhaka","","1207","","","","/url?q=http://www.sdfbd.org/&sa=U&ved=0ahUKEwja2IOensfqAhVOeX0KHUERDsEQ61gIhAMoEjAJ&usg=AOvVaw3BRbugD6zvpxmmSeibfBWA","",""
"ngo in bangladesh","PRISM Bangladesh Foundation","FANN KASHANA, FLAT # #AB, HOUSE # 41, ROAD # ^, BLOCK # C, Dhaka 1213"," Dhaka","","1213","","","","/url?q=http://pbf.org.bd/&sa=U&ved=0ahUKEwja2IOensfqAhVOeX0KHUERDsEQ61gIsAMoDzAK&usg=AOvVaw0CwjD57pm1kVlTFU7ihu4b","",""
"ngo in bangladesh","New Nagar Multipurpose Co-operative Society Limited","Golambazar, Keranigonj, Dhaka 1310"," Keraniganj","","1310","","","","","",""
"ngo in bangladesh","Gazipur Unnayan Sangstha (GUS)","Z3024, Pirozali"," Pirozali","","","","","","","",""
"ngo in bangladesh","SCI Bangladesh","57/15, East Razabazar, Panthapath West Dhaka, 1215","","","1215","","","","/url?q=http://scibangladesh.org/&sa=U&ved=0ahUKEwja2IOensfqAhVOeX0KHUERDsEQ61gImAQoDDAN&usg=AOvVaw1jtLzujR_RG0VA8HEO1UWN","",""
"ngo in bangladesh","VSO Bangladesh","382 Rd No 28, Dhaka 1206"," Dhaka","","1206","","","","/url?q=https://www.vsointernational.org/fighting-poverty/where-we-fight-poverty/bangladesh&sa=U&ved=0ahUKEwja2IOensfqAhVOeX0KHUERDsEQ61gIsgQoDDAO&usg=AOvVaw3fp_M6T2yV3uNxzjY-kkoZ","",""
"ngo in bangladesh","BRAC Office","6/B/A, 2nd Colony, Mazar Road, Mirpur, Dhaka 1216"," Gabtoli","","1216","","","","/url?q=http://www.brac.net/&sa=U&ved=0ahUKEwja2IOensfqAhVOeX0KHUERDsEQ61gI4QQoETAP&usg=AOvVaw3MB8ycaitE4O0diupwbjtJ","",""
"ngo in bangladesh","Bangladesh Association of Community Education","Dhaka 1205"," Dhaka","","1205","","","","/url?q=http://www.bacebd.org/&sa=U&ved=0ahUKEwja2IOensfqAhVOeX0KHUERDsEQ61gI_QQoDjAQ&usg=AOvVaw1nehJU1LT7Qxk5STE5k-In","",""
"ngo in bangladesh","Japan-Bangladesh Human Rights","Dhaka 1230"," Dhaka","","1230","","","","/url?q=http://www.japanbhr.org/&sa=U&ved=0ahUKEwja2IOensfqAhVOeX0KHUERDsEQ61gIqQUoDjAR&usg=AOvVaw09VyY0kMvcrEu0TUSXHRxM","",""
"ngo in bangladesh","Ad-din Welfare Centre","Jashore"," Jashore","","","","","","/url?q=http://addinwc.org/&sa=U&ved=0ahUKEwja2IOensfqAhVOeX0KHUERDsEQ61gI1QUoDjAS&usg=AOvVaw0EXQCyiDT09fHpRglYsW9Y","",""
"ngo in bangladesh","Spreeha Bangladesh Foundation","House 52, 1 Rd No. 3A, Dhaka 1209"," Dhaka","","1209","","","","/url?q=https://spreehabd.org/&sa=U&ved=0ahUKEwja2IOensfqAhVOeX0KHUERDsEQ61gI_AUoEjAT&usg=AOvVaw28E-0CD1l-SWJZcR2onCE5","",""
"ngo in bangladesh","Shushilan","House-614, Road-12, Baitul Aman Housing Society, Dhaka 1207"," Dhaka","","1207","","","","/url?q=http://www.shushilan.org/&sa=U&ved=0ahUKEwjdv_yhnsfqAhUslEsFHQ2DDVMQ61gIEigLMAA&usg=AOvVaw1mn5O3foVrw7UkMVv6StzX","",""
"ngo in bangladesh","Centre for Development Innovation and Practices (CDIP)","Rd No. 13, H-17 Pisciculture Housing Society, ShekhertekDhaka"," Dhaka","","","","","","/url?q=http://www.cdipbd.org/&sa=U&ved=0ahUKEwjdv_yhnsfqAhUslEsFHQ2DDVMQ61gIQSgRMAE&usg=AOvVaw0TKxUnQxnDMY43BXQaYX6c","",""
"ngo in bangladesh","Nutrition International - Bangladesh","56 Rd 132, Dhaka 1212"," Dhaka","","1212","","","","/url?q=http://www.nutritionintl.org/&sa=U&ved=0ahUKEwjdv_yhnsfqAhUslEsFHQ2DDVMQ61gIbygQMAI&usg=AOvVaw0CUlTb0oGatD-tFClsPsXL","",""
"ngo in bangladesh","Kutupalong Refugee Camp","Cox's Bazar - Teknaf Hwy"," Palong Khali","","","","","","","",""
"ngo in bangladesh","United Development Initiatives for Programmed Actions","Plot No. 9 Road No. 1, Block-F Janata Co-operative Housing Society Ltd, Ring Rd, Dhaka 1207"," Dhaka","","1207","","","","/url?q=http://www.uddipan.org/&sa=U&ved=0ahUKEwjdv_yhnsfqAhUslEsFHQ2DDVMQ61gIyAEoETAE&usg=AOvVaw0KVSpviPgKefFKf3r4grBS","",""
"ngo in bangladesh","Relief International (Bangladesh)","House: 322 (1st Floor), Road: 05 (West, Dhaka 1206"," Dhaka","","1206","","","","","",""
"ngo in bangladesh","Asiatic Society of Bangladesh","Ramna, Dhaka 1000"," Dhaka","","1000","","","","/url?q=http://www.asiaticsociety.org.bd/&sa=U&ved=0ahUKEwjdv_yhnsfqAhUslEsFHQ2DDVMQ61gIjwIoEDAG&usg=AOvVaw1TvMZMQaqif4BV9l1CLei5","",""
"ngo in bangladesh","Village Education Resource Center","B-30, Anandapur, Savar Union"," Savar Union","","","","","","/url?q=http://www.vercbd.org/&sa=U&ved=0ahUKEwjdv_yhnsfqAhUslEsFHQ2DDVMQ61gIuQIoDDAH&usg=AOvVaw13thKg12uYiTEEEk43oDjZ","",""
"ngo in bangladesh","Good Neighbors Bangladesh, HO","Dhaka"," Dhaka","","","","","","/url?q=http://gnbangla.org/&sa=U&ved=0ahUKEwjdv_yhnsfqAhUslEsFHQ2DDVMQ61gI5QIoDjAI&usg=AOvVaw1B0yi48yNn7-Td6eqzJCEh","",""
"ngo in bangladesh","International Organization For Migration","House: 13/A Road No. 136, Dhaka 1212"," Dhaka","","1212","","","","/url?q=http://bangladesh.iom.int/&sa=U&ved=0ahUKEwjdv_yhnsfqAhUslEsFHQ2DDVMQ61gIiQMoDzAJ&usg=AOvVaw217PqZ6E4BOHQZGHYFlyh8","",""
"ngo in bangladesh","NGO Forum Faridpur Regional Training Center","Charkamlapur Primary School, Madhukhali"," Madhukhali","","","","","","/url?q=http://www.ngof.org/&sa=U&ved=0ahUKEwjdv_yhnsfqAhUslEsFHQ2DDVMQ61gIsgMoCzAK&usg=AOvVaw1rOfsWCAo4KLNu075yVGsT","",""
"ngo in bangladesh","WAVE Foundation","House # 3/11, Lalmatia Delight, Satmasjid Road, Dhaka 1207"," Dhaka","","1207","","","","/url?q=http://www.wavefoundationbd.org/&sa=U&ved=0ahUKEwjdv_yhnsfqAhUslEsFHQ2DDVMQ61gI2wMoFDAL&usg=AOvVaw2_PRaSGgCzRr55jn75vt3z","",""
"ngo in bangladesh","Bangladesh Environment and Development Society (BEDS)","House No. 6/3, Rd No 01, PRANTIKA R/A, Nirala-Bagmara Link Rd, Khulna 9100"," Khulna","","9100","","","","/url?q=http://www.bedsbd.org/&sa=U&ved=0ahUKEwjdv_yhnsfqAhUslEsFHQ2DDVMQ61gIhwQoETAM&usg=AOvVaw1MYLhddIcBSrXs8RqDjEdo","",""
"ngo in bangladesh","Bangladesh Freedom Foundation","RANGS Srabonti, Sir Sayed Rd, Dhaka 1207"," Dhaka","","1207","","","","/url?q=http://www.freedomfound.org/&sa=U&ved=0ahUKEwjdv_yhnsfqAhUslEsFHQ2DDVMQ61gItgQoETAN&usg=AOvVaw1kf8pkmYCF0-t0SYKfngZr","",""
"ngo in bangladesh","ANTAR Society for Development","Flat-E3(4th floor), House-27/A, Shangshad Avenue, Dhaka 1215"," Dhaka","","1215","","","","/url?q=http://www.antarsd.org/&sa=U&ved=0ahUKEwjdv_yhnsfqAhUslEsFHQ2DDVMQ61gI1gQoCzAO&usg=AOvVaw21i6JbO0I1kTA-NbeccJ1N","",""
"ngo in bangladesh","UCEP - Bangladesh","2 & 3, Mirpur Road, Dhaka 1207"," Dhaka","","1207","","","","/url?q=http://www.ucepbd.org/&sa=U&ved=0ahUKEwjdv_yhnsfqAhUslEsFHQ2DDVMQ61gIhAUoETAP&usg=AOvVaw3nXpfJoiOyP9R2ABBRzEdG","",""
"ngo in bangladesh","Branch 74, Sajida Foundation","Pagla Link Rd, Dhaka"," Fatullah","","","","","","/url?q=http://www.sajidafoundation.org/&sa=U&ved=0ahUKEwjdv_yhnsfqAhUslEsFHQ2DDVMQ61gIrgUoDDAQ&usg=AOvVaw07_8qibBOFKTX6ZAxte6Gl","",""
"ngo in bangladesh","Habitatbangladesh","# House # 12 (3rd Floor) 1212,, Rd 16/A, Dhaka 1212"," Dhaka","","1212","","","","/url?q=http://www.habitatbangladesh.org/&sa=U&ved=0ahUKEwjdv_yhnsfqAhUslEsFHQ2DDVMQ61gIxgUoDTAR&usg=AOvVaw2WlB1lwGlScMzzi_0G2v6A","",""
